split,fname,cell_count
train,Part_2_1715_pathology_colon_inflammatory+cells.png,1
train,Part_2_1715_pathology_colon_epithelial+cells.png,2
train,Part_2_1716_pathology_colon_inflammatory+cells.png,13
train,Part_2_1716_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1716_pathology_colon_epithelial+cells.png,10
train,Part_2_1717_pathology_colon_inflammatory+cells.png,20
train,Part_2_1717_pathology_colon_epithelial+cells.png,9
train,Part_2_1718_pathology_colon_inflammatory+cells.png,9
train,Part_2_1718_pathology_colon_connective+tissue+cells.png,2
train,Part_2_1718_pathology_colon_epithelial+cells.png,14
train,Part_2_1719_pathology_colon_inflammatory+cells.png,7
train,Part_2_1719_pathology_colon_connective+tissue+cells.png,7
train,Part_2_1719_pathology_colon_epithelial+cells.png,4
train,Part_2_1720_pathology_colon_inflammatory+cells.png,6
train,Part_2_1720_pathology_colon_epithelial+cells.png,11
train,Part_2_1721_pathology_colon_inflammatory+cells.png,11
train,Part_2_1721_pathology_colon_epithelial+cells.png,14
train,Part_2_1722_pathology_colon_inflammatory+cells.png,5
train,Part_2_1722_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1722_pathology_colon_epithelial+cells.png,3
train,Part_2_1723_pathology_colon_inflammatory+cells.png,5
train,Part_2_1723_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1723_pathology_colon_epithelial+cells.png,22
test,Part_2_1724_pathology_colon_inflammatory+cells.png,19
test,Part_2_1724_pathology_colon_connective+tissue+cells.png,2
test,Part_2_1724_pathology_colon_epithelial+cells.png,9
train,Part_2_1725_pathology_colon_inflammatory+cells.png,6
train,Part_2_1725_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1725_pathology_colon_epithelial+cells.png,2
train,Part_2_1726_pathology_colon_inflammatory+cells.png,1
train,Part_2_1726_pathology_colon_epithelial+cells.png,15
train,Part_2_1727_pathology_colon_inflammatory+cells.png,8
train,Part_2_1727_pathology_colon_connective+tissue+cells.png,3
train,Part_2_1727_pathology_colon_epithelial+cells.png,16
train,Part_2_1728_pathology_colon_inflammatory+cells.png,19
train,Part_2_1728_pathology_colon_epithelial+cells.png,1
train,Part_2_1729_pathology_colon_inflammatory+cells.png,5
train,Part_2_1729_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1729_pathology_colon_epithelial+cells.png,20
test,Part_2_1730_pathology_colon_epithelial+cells.png,10
train,Part_2_1731_pathology_colon_inflammatory+cells.png,14
train,Part_2_1731_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1732_pathology_colon_connective+tissue+cells.png,2
train,Part_2_1732_pathology_colon_epithelial+cells.png,17
train,Part_2_1733_pathology_colon_inflammatory+cells.png,2
train,Part_2_1733_pathology_colon_connective+tissue+cells.png,9
train,Part_2_1733_pathology_colon_epithelial+cells.png,7
test,Part_2_1734_pathology_colon_epithelial+cells.png,1
train,Part_2_1735_pathology_colon_inflammatory+cells.png,15
train,Part_2_1735_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1736_pathology_colon_inflammatory+cells.png,4
train,Part_2_1736_pathology_colon_connective+tissue+cells.png,11
train,Part_2_1736_pathology_colon_epithelial+cells.png,5
train,Part_2_1737_pathology_colon_inflammatory+cells.png,3
train,Part_2_1737_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1737_pathology_colon_epithelial+cells.png,1
train,Part_2_1739_pathology_colon_inflammatory+cells.png,8
train,Part_2_1739_pathology_colon_connective+tissue+cells.png,4
train,Part_2_1739_pathology_colon_epithelial+cells.png,8
test,Part_2_1740_pathology_colon_connective+tissue+cells.png,1
test,Part_2_1740_pathology_colon_epithelial+cells.png,14
train,Part_2_1744_pathology_colon_inflammatory+cells.png,10
train,Part_2_1744_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1744_pathology_colon_epithelial+cells.png,2
train,Part_2_1745_pathology_colon_inflammatory+cells.png,15
train,Part_2_1745_pathology_colon_connective+tissue+cells.png,8
train,Part_2_1747_pathology_colon_inflammatory+cells.png,13
train,Part_2_1747_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1748_pathology_colon_inflammatory+cells.png,2
train,Part_2_1748_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1748_pathology_colon_epithelial+cells.png,4
test,Part_2_1750_pathology_colon_epithelial+cells.png,11
train,Part_2_1751_pathology_colon_connective+tissue+cells.png,2
train,Part_2_1751_pathology_colon_epithelial+cells.png,13
test,Part_2_1752_pathology_colon_epithelial+cells.png,4
train,Part_2_1753_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1754_pathology_colon_inflammatory+cells.png,2
train,Part_2_1754_pathology_colon_connective+tissue+cells.png,20
train,Part_2_1755_pathology_colon_inflammatory+cells.png,3
train,Part_2_1755_pathology_colon_connective+tissue+cells.png,32
train,Part_2_1756_pathology_colon_connective+tissue+cells.png,19
train,Part_2_1757_pathology_colon_connective+tissue+cells.png,13
train,Part_2_1758_pathology_colon_connective+tissue+cells.png,18
train,Part_2_1759_pathology_colon_connective+tissue+cells.png,13
train,Part_2_1760_pathology_colon_connective+tissue+cells.png,21
train,Part_2_1761_pathology_colon_connective+tissue+cells.png,17
train,Part_2_1762_pathology_colon_inflammatory+cells.png,1
train,Part_2_1762_pathology_colon_connective+tissue+cells.png,19
train,Part_2_1763_pathology_colon_inflammatory+cells.png,4
train,Part_2_1763_pathology_colon_connective+tissue+cells.png,15
train,Part_2_1764_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1765_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1766_pathology_colon_connective+tissue+cells.png,9
test,Part_2_1767_pathology_colon_connective+tissue+cells.png,20
train,Part_2_1768_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1769_pathology_colon_connective+tissue+cells.png,11
train,Part_2_1770_pathology_colon_connective+tissue+cells.png,11
train,Part_2_1771_pathology_colon_connective+tissue+cells.png,6
test,Part_2_1772_pathology_colon_connective+tissue+cells.png,10
test,Part_2_1773_pathology_colon_connective+tissue+cells.png,11
train,Part_2_1774_pathology_colon_connective+tissue+cells.png,19
train,Part_2_1775_pathology_colon_inflammatory+cells.png,1
train,Part_2_1775_pathology_colon_connective+tissue+cells.png,7
train,Part_2_1776_pathology_colon_inflammatory+cells.png,1
train,Part_2_1776_pathology_colon_connective+tissue+cells.png,11
train,Part_2_1777_pathology_colon_connective+tissue+cells.png,2
train,Part_2_1777_pathology_colon_epithelial+cells.png,7
train,Part_2_1778_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1778_pathology_colon_epithelial+cells.png,6
train,Part_2_1779_pathology_colon_inflammatory+cells.png,1
train,Part_2_1779_pathology_colon_connective+tissue+cells.png,11
train,Part_2_1779_pathology_colon_epithelial+cells.png,11
train,Part_2_1780_pathology_colon_inflammatory+cells.png,3
train,Part_2_1780_pathology_colon_epithelial+cells.png,1
train,Part_2_1781_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1781_pathology_colon_epithelial+cells.png,10
train,Part_2_1782_pathology_colon_connective+tissue+cells.png,21
train,Part_2_1782_pathology_colon_epithelial+cells.png,10
train,Part_2_1783_pathology_colon_inflammatory+cells.png,1
train,Part_2_1783_pathology_colon_connective+tissue+cells.png,9
train,Part_2_1783_pathology_colon_epithelial+cells.png,11
train,Part_2_1784_pathology_colon_connective+tissue+cells.png,1
train,Part_2_1784_pathology_colon_epithelial+cells.png,14
test,Part_2_1785_pathology_colon_inflammatory+cells.png,1
test,Part_2_1785_pathology_colon_connective+tissue+cells.png,10
test,Part_2_1785_pathology_colon_epithelial+cells.png,7
test,Part_2_1786_pathology_colon_connective+tissue+cells.png,21
test,Part_2_1786_pathology_colon_epithelial+cells.png,8
train,Part_2_1787_pathology_colon_connective+tissue+cells.png,4
train,Part_2_1787_pathology_colon_epithelial+cells.png,9
train,Part_2_1788_pathology_colon_epithelial+cells.png,17
train,Part_2_1789_pathology_colon_connective+tissue+cells.png,7
train,Part_2_1789_pathology_colon_epithelial+cells.png,11
test,Part_2_1790_pathology_colon_connective+tissue+cells.png,6
test,Part_2_1790_pathology_colon_epithelial+cells.png,11
train,Part_2_1791_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1791_pathology_colon_epithelial+cells.png,15
test,Part_2_1792_pathology_colon_connective+tissue+cells.png,23
test,Part_2_1792_pathology_colon_epithelial+cells.png,4
test,Part_2_1793_pathology_colon_inflammatory+cells.png,1
test,Part_2_1793_pathology_colon_connective+tissue+cells.png,7
test,Part_2_1793_pathology_colon_epithelial+cells.png,15
train,Part_2_1794_pathology_colon_epithelial+cells.png,9
train,Part_2_1795_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1795_pathology_colon_epithelial+cells.png,21
train,Part_2_1796_pathology_colon_connective+tissue+cells.png,2
train,Part_2_1796_pathology_colon_epithelial+cells.png,7
train,Part_2_1797_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1797_pathology_colon_epithelial+cells.png,10
train,Part_2_1798_pathology_colon_connective+tissue+cells.png,10
train,Part_2_1798_pathology_colon_epithelial+cells.png,7
train,Part_2_1799_pathology_colon_connective+tissue+cells.png,5
train,Part_2_1799_pathology_colon_epithelial+cells.png,24
test,Part_2_1800_pathology_colon_connective+tissue+cells.png,6
train,Part_2_1801_pathology_colon_connective+tissue+cells.png,10
test,Part_2_1802_pathology_colon_connective+tissue+cells.png,6
test,Part_2_1802_pathology_colon_epithelial+cells.png,1
train,Part_2_1803_pathology_colon_connective+tissue+cells.png,9
train,Part_2_1803_pathology_colon_epithelial+cells.png,5
train,Part_2_1804_pathology_colon_inflammatory+cells.png,1
train,Part_2_1804_pathology_colon_connective+tissue+cells.png,11
train,Part_2_1804_pathology_colon_epithelial+cells.png,4
train,Part_2_1805_pathology_colon_inflammatory+cells.png,1
train,Part_2_1805_pathology_colon_connective+tissue+cells.png,9
train,Part_2_1805_pathology_colon_epithelial+cells.png,2
train,Part_2_1806_pathology_colon_neoplastic+cells.png,27
train,Part_2_1807_pathology_colon_neoplastic+cells.png,22
train,Part_2_1808_pathology_colon_neoplastic+cells.png,11
train,Part_2_1808_pathology_colon_dead+cells.png,6
test,Part_2_1809_pathology_colon_neoplastic+cells.png,23
test,Part_2_1809_pathology_colon_inflammatory+cells.png,1
train,Part_2_1810_pathology_colon_neoplastic+cells.png,28
train,Part_2_1811_pathology_esophagus_neoplastic+cells.png,2
train,Part_2_1811_pathology_esophagus_inflammatory+cells.png,4
train,Part_2_1811_pathology_esophagus_connective+tissue+cells.png,11
train,Part_2_1812_pathology_esophagus_neoplastic+cells.png,13
train,Part_2_1812_pathology_esophagus_inflammatory+cells.png,4
train,Part_2_1812_pathology_esophagus_connective+tissue+cells.png,4
train,Part_2_1813_pathology_esophagus_neoplastic+cells.png,28
train,Part_2_1813_pathology_esophagus_inflammatory+cells.png,2
train,Part_2_1813_pathology_esophagus_connective+tissue+cells.png,2
train,Part_2_1814_pathology_esophagus_neoplastic+cells.png,27
train,Part_2_1815_pathology_esophagus_neoplastic+cells.png,42
train,Part_2_1815_pathology_esophagus_connective+tissue+cells.png,1
train,Part_2_1816_pathology_esophagus_neoplastic+cells.png,6
train,Part_2_1816_pathology_esophagus_connective+tissue+cells.png,20
test,Part_2_1817_pathology_esophagus_inflammatory+cells.png,1
test,Part_2_1817_pathology_esophagus_dead+cells.png,18
train,Part_2_1818_pathology_esophagus_neoplastic+cells.png,20
train,Part_2_1818_pathology_esophagus_inflammatory+cells.png,1
train,Part_2_1818_pathology_esophagus_connective+tissue+cells.png,2
train,Part_2_1819_pathology_esophagus_neoplastic+cells.png,13
train,Part_2_1819_pathology_esophagus_connective+tissue+cells.png,3
train,Part_2_1820_pathology_esophagus_neoplastic+cells.png,17
train,Part_2_1820_pathology_esophagus_inflammatory+cells.png,1
train,Part_2_1820_pathology_esophagus_connective+tissue+cells.png,3
train,Part_2_1821_pathology_esophagus_neoplastic+cells.png,11
train,Part_2_1821_pathology_esophagus_dead+cells.png,23
train,Part_2_1822_pathology_esophagus_neoplastic+cells.png,30
train,Part_2_1822_pathology_esophagus_inflammatory+cells.png,1
train,Part_2_1823_pathology_esophagus_neoplastic+cells.png,36
train,Part_2_1823_pathology_esophagus_inflammatory+cells.png,2
train,Part_2_1823_pathology_esophagus_connective+tissue+cells.png,5
train,Part_2_1824_pathology_esophagus_inflammatory+cells.png,7
train,Part_2_1824_pathology_esophagus_connective+tissue+cells.png,12
train,Part_2_1825_pathology_esophagus_neoplastic+cells.png,6
train,Part_2_1825_pathology_esophagus_inflammatory+cells.png,5
train,Part_2_1825_pathology_esophagus_connective+tissue+cells.png,7
train,Part_2_1826_pathology_esophagus_neoplastic+cells.png,12
train,Part_2_1826_pathology_esophagus_inflammatory+cells.png,2
train,Part_2_1826_pathology_esophagus_connective+tissue+cells.png,6
train,Part_2_1827_pathology_esophagus_neoplastic+cells.png,16
train,Part_2_1827_pathology_esophagus_inflammatory+cells.png,3
train,Part_2_1827_pathology_esophagus_connective+tissue+cells.png,12
test,Part_2_1828_pathology_esophagus_neoplastic+cells.png,24
test,Part_2_1828_pathology_esophagus_inflammatory+cells.png,1
test,Part_2_1828_pathology_esophagus_connective+tissue+cells.png,14
train,Part_2_1829_pathology_esophagus_neoplastic+cells.png,3
train,Part_2_1829_pathology_esophagus_inflammatory+cells.png,1
train,Part_2_1829_pathology_esophagus_connective+tissue+cells.png,15
train,Part_2_1830_pathology_esophagus_inflammatory+cells.png,2
train,Part_2_1830_pathology_esophagus_connective+tissue+cells.png,12
train,Part_2_1831_pathology_esophagus_inflammatory+cells.png,2
train,Part_2_1831_pathology_esophagus_connective+tissue+cells.png,18
train,Part_2_1832_pathology_esophagus_inflammatory+cells.png,2
train,Part_2_1832_pathology_esophagus_connective+tissue+cells.png,21
train,Part_2_1833_pathology_esophagus_inflammatory+cells.png,1
train,Part_2_1833_pathology_esophagus_connective+tissue+cells.png,11
train,Part_2_1834_pathology_esophagus_inflammatory+cells.png,2
train,Part_2_1834_pathology_esophagus_connective+tissue+cells.png,20
train,Part_2_1835_pathology_esophagus_neoplastic+cells.png,19
train,Part_2_1835_pathology_esophagus_inflammatory+cells.png,2
train,Part_2_1835_pathology_esophagus_connective+tissue+cells.png,4
train,Part_2_1836_pathology_esophagus_inflammatory+cells.png,6
train,Part_2_1836_pathology_esophagus_connective+tissue+cells.png,18
train,Part_2_1837_pathology_esophagus_neoplastic+cells.png,5
train,Part_2_1837_pathology_esophagus_inflammatory+cells.png,6
train,Part_2_1837_pathology_esophagus_connective+tissue+cells.png,11
train,Part_2_1838_pathology_esophagus_neoplastic+cells.png,5
train,Part_2_1838_pathology_esophagus_inflammatory+cells.png,4
train,Part_2_1838_pathology_esophagus_connective+tissue+cells.png,11
train,Part_2_1839_pathology_esophagus_inflammatory+cells.png,4
train,Part_2_1839_pathology_esophagus_connective+tissue+cells.png,20
train,Part_2_1839_pathology_esophagus_dead+cells.png,1
train,Part_2_1840_pathology_esophagus_neoplastic+cells.png,9
train,Part_2_1840_pathology_esophagus_inflammatory+cells.png,8
train,Part_2_1840_pathology_esophagus_connective+tissue+cells.png,12
train,Part_2_1841_pathology_esophagus_inflammatory+cells.png,4
train,Part_2_1841_pathology_esophagus_connective+tissue+cells.png,17
test,Part_2_1842_pathology_esophagus_connective+tissue+cells.png,18
train,Part_2_1843_pathology_esophagus_connective+tissue+cells.png,21
test,Part_2_1844_pathology_esophagus_connective+tissue+cells.png,10
test,Part_2_1854_pathology_headneck_neoplastic+cells.png,14
test,Part_2_1854_pathology_headneck_connective+tissue+cells.png,6
train,Part_2_1855_pathology_headneck_neoplastic+cells.png,15
train,Part_2_1855_pathology_headneck_inflammatory+cells.png,1
train,Part_2_1855_pathology_headneck_connective+tissue+cells.png,1
train,Part_2_1856_pathology_headneck_neoplastic+cells.png,9
train,Part_2_1856_pathology_headneck_inflammatory+cells.png,1
train,Part_2_1856_pathology_headneck_connective+tissue+cells.png,4
test,Part_2_1857_pathology_headneck_neoplastic+cells.png,15
test,Part_2_1857_pathology_headneck_connective+tissue+cells.png,1
train,Part_2_1858_pathology_headneck_connective+tissue+cells.png,19
test,Part_2_1859_pathology_headneck_connective+tissue+cells.png,11
test,Part_2_1860_pathology_headneck_connective+tissue+cells.png,13
train,Part_2_1861_pathology_headneck_connective+tissue+cells.png,13
train,Part_2_1862_pathology_headneck_neoplastic+cells.png,2
train,Part_2_1862_pathology_headneck_connective+tissue+cells.png,26
train,Part_2_1863_pathology_headneck_inflammatory+cells.png,1
train,Part_2_1863_pathology_headneck_connective+tissue+cells.png,32
test,Part_2_1864_pathology_headneck_neoplastic+cells.png,19
test,Part_2_1864_pathology_headneck_inflammatory+cells.png,1
train,Part_2_1865_pathology_headneck_inflammatory+cells.png,3
train,Part_2_1865_pathology_headneck_connective+tissue+cells.png,11
train,Part_2_1866_pathology_headneck_neoplastic+cells.png,13
